TournamentName,Surface,Series,MatchDate,PlayerASurname,PlayerAFirstName,PlayerBSurname,PlayerBFirstName,PlayerAGames,PlayerBGames,ExpectedMatchOutcome,MatchOutcomeProbability,BookmakerName,Source,OddAfterCommission,Edge,ObservedMatchOutcome,TeamAScore,TeamBScore,MatchComment
Copa Claro,Clay,ATP,19-02-2013,Kuznetsov,Andrey,Volandri,Filippo,13,44,Home Win,0.508303279,Boylesports,Odds Checker Web,2.500000,0.2707581975000,Home Win,2,0,Completed
Copa Claro,Clay,ATP,19-02-2013,Andujar,Pablo,Montanes,Albert,66,36,Home Win,0.466305943,Bet 365,Odds Checker Mobi,2.380000,0.1098081443400,Away Win,2,1,Completed
Copa Claro,Clay,ATP,19-02-2013,Lajovic,Dusan,Gimeno-Traver,Daniel,7,26,Away Win,0.793724947,Marathonbet.co.uk,Best Betting,1.420000,0.1270894247400,Away Win,2,0,Completed
Open 13,Hard,ATP,19-02-2013,Paire,Benoit,Devvarman,Somdev,66,17,Away Win,0.399822610,Pinnacle Sports,Odds Checker Web,4.670000,0.8671715887000,Away Win,2,1,Completed
Open 13,Hard,ATP,19-02-2013,Llodra,Michael,Goffin,David,38,35,Away Win,0.311325166,Sporting Bet,Odds Checker Web,4.000000,0.2453006640000,Home Win,2,0,Completed
Open 13,Hard,ATP,19-02-2013,Gulbis,Ernests,Nieminen,Jarkko,39,81,Away Win,0.650063832,Pinnacle Sports,Odds Checker Web,2.040000,0.3261302172800,Home Win,2,0,Completed
Open 13,Hard,ATP,19-02-2013,Muller,Gilles,Gasquet,Richard,56,85,Away Win,0.880440197,Stan James,Odds Checker Web,1.170000,0.0301150304900,Home Win,2,1,Completed
Open 13,Hard,ATP,19-02-2013,Monfils,Gael,Granollers,Marcel,53,65,Away Win,0.401226834,Marathonbet.co.uk,Best Betting,4.100000,0.6450300194000,Away Win,2,0,Completed
Open 13,Hard,ATP,19-02-2013,Stakhovsky,Sergiy,Davydenko,Nikolay,50,67,Away Win,0.789304045,Pinnacle Sports,Odds Checker Web,1.450000,0.1444908652500,Away Win,2,1,Completed
Open 13,Hard,ATP,19-02-2013,Krajinovic,Filip,Bautista-Agut,Roberto,3,21,Away Win,0.805332412,Pinnacle Sports,Best Betting,1.340000,0.0791454320800,Away Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,20-02-2013,Lu,Yen-Hsun,Hewitt,Lleyton,39,33,Away Win,0.718546712,Pinnacle Sports,Odds Checker Web,1.710000,0.2287148775200,Away Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,20-02-2013,Haas,Tommy,Donskoy,Evgeny,63,10,Home Win,0.819127420,Marathonbet.co.uk,Best Betting,1.250000,0.0239092750000,Home Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,20-02-2013,Phau,Bjorn,Dolgopolov,Alexandr,24,82,Away Win,0.784349691,Stan James,Odds Checker Web,1.290000,0.0118111013900,Away Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,20-02-2013,Sock,Jack,Raonic,Milos,15,81,Away Win,0.939578064,Stan James,Odds Checker Web,1.120000,0.0523274316800,Home Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,20-02-2013,Soeda,Go,Matosevic,Marinko,39,42,Home Win,0.643820078,Marathonbet.co.uk,Best Betting,2.060000,0.3262693606800,Away Win,2,0,Completed
Copa Claro,Clay,ATP,20-02-2013,Ferrer,David,Velotti,Agustin,123,0,Home Win,0.992168767,Paddy Power,Odds Checker Web,1.020000,0.0120121423400,Home Win,2,0,Completed
Copa Claro,Clay,ATP,20-02-2013,Berlocq,Carlos,Nalbandian,David,68,51,Away Win,0.724426811,Sporting Bet,Odds Checker Web,1.730000,0.2532583830300,Away Win,2,1,Completed
Copa Claro,Clay,ATP,20-02-2013,Garcia-Lopez,Guillermo,Fognini,Fabio,61,61,Home Win,0.423392559,32Red bet,Odds Checker Web,2.500000,0.0584813975000,Away Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Benneteau,Julien,Pouille,Lucas,78,1,Home Win,0.970991366,Stan James,Odds Checker Web,1.140000,0.1069301572400,Home Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Simon,Gilles,Haase,Robin,90,64,Home Win,0.834344276,Stan James,Odds Checker Web,1.330000,0.1096778870800,Home Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Berdych,Tomas,Gulbis,Ernests,99,40,Home Win,0.900357099,Bwin,Odds Checker Web,1.380000,0.2424927966200,Home Win,2,1,Completed
Open 13,Hard,ATP,20-02-2013,Davydenko,Nikolay,Tsonga,Jo-Wilfried,73,111,Home Win,0.324600172,Marathonbet.co.uk,Best Betting,4.100000,0.3308607052000,Away Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Granollers,Marcel,Muller,Gilles,66,56,Away Win,0.476682759,Marathonbet.co.uk,Best Betting,2.340000,0.1154376560600,Away Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Tomic,Bernard,Devvarman,Somdev,69,18,Away Win,0.244846536,Marathonbet.co.uk,Best Betting,4.450000,0.0895670852000,Home Win,2,0,Completed
Open 13,Hard,ATP,20-02-2013,Tursunov,Dmitry,Roger-Vasselin,Edouard,26,38,Home Win,0.603216563,Pinnacle Sports,Odds Checker Web,2.560000,0.5442344012800,Home Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Cilic,Marin,Sijsling,Igor,84,30,Away Win,0.213918052,Pinnacle Sports,Odds Checker Web,4.930000,0.0546159963600,Home Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Querrey,Sam,Matosevic,Marinko,74,43,Home Win,0.839701065,Ladbrokes,Odds Checker Web,1.290000,0.0832143738500,Away Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Blake,James,Sock,Jack,29,16,Home Win,0.828262090,Sporting Bet,Odds Checker Web,1.530000,0.2672409977000,Away Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Hewitt,Lleyton,Istomin,Denis,33,74,Home Win,0.497150286,Sporting Bet,Odds Checker Web,2.750000,0.3671632865000,Away Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Williams,Rhyne,Dolgopolov,Alexandr,4,76,Away Win,0.871009583,Sporting Bet,Odds Checker Web,1.350000,0.1758629370500,Away Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Young,Donald,Nishikori,Kei,40,77,Away Win,0.878372157,Pinnacle Sports,Odds Checker Web,1.220000,0.0716140315400,Away Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,21-02-2013,Russell,Michael,Kubot,Lukasz,26,59,Home Win,0.571078507,Marathonbet.co.uk,Best Betting,2.220000,0.2677942855400,Home Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Kuznetsov,Andrey,Almagro,Nicolas,14,91,Away Win,0.877317119,William Hill,Odds Checker Web,1.140000,0.0001415156600,Away Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Schwartzman,Diego-Sebastian,Robredo,Tommy,2,26,Away Win,0.922012516,Marathonbet.co.uk,Best Betting,1.600000,0.4752200256000,Away Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Ferrer,David,Nalbandian,David,124,52,Away Win,0.207200488,Sporting Bet,Odds Checker Web,6.000000,0.2432029280000,Home Win,2,1,Completed
Copa Claro,Clay,ATP,21-02-2013,Gimeno-Traver,Daniel,Wawrinka,Stanislas,28,71,Home Win,0.223795551,Marathonbet.co.uk,Best Betting,5.100000,0.1413573101000,Away Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Montanes,Albert,Delbonis,Federico,37,13,Home Win,0.596851550,Marathonbet.co.uk,Best Betting,2.600000,0.5518140300000,Away Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Ramos,Albert,Mayer,Leonardo,75,28,Away Win,0.495436266,Marathonbet.co.uk,Best Betting,2.780000,0.3773128194800,Home Win,2,0,Completed
Copa Claro,Clay,ATP,21-02-2013,Trungelliti,Marco,Fognini,Fabio,3,60,Away Win,0.788666462,Ladbrokes,Best Betting,1.330000,0.0489263944600,Away Win,2,0,Completed
Open 13,Hard,ATP,21-02-2013,Tipsarevic,Janko,Tursunov,Dmitry,106,27,Away Win,0.251745036,Stan James,Odds Checker Web,4.500000,0.1328526620000,Away Win,2,0,Completed
Open 13,Hard,ATP,21-02-2013,Llodra,Michael,Del Potro,Juan-Martin,39,99,Away Win,0.845938004,Pinnacle Sports,Odds Checker Web,1.360000,0.1504756854400,Away Win,2,1,Completed
Open 13,Hard,ATP,21-02-2013,Benneteau,Julien,Janowicz,Jerzy,78,19,Home Win,0.732839263,Pinnacle Sports,Odds Checker Web,1.900000,0.3923945997000,Away Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,22-02-2013,Cilic,Marin,Nishikori,Kei,85,80,Home Win,0.588906313,Marathonbet.co.uk,Best Betting,1.940000,0.1424782472200,Away Win,2,0,Completed
Copa Claro,Clay,ATP,22-02-2013,Robredo,Tommy,Reister,Julian,27,6,Home Win,0.705312812,Marathonbet.co.uk,Best Betting,1.420000,0.0015441930400,Home Win,2,0,Completed
Copa Claro,Clay,ATP,22-02-2013,Delbonis,Federico,Almagro,Nicolas,14,92,Away Win,0.862582932,Pinnacle Sports,Odds Checker Web,1.220000,0.0523511770400,Away Win,2,0,Completed
Open 13,Hard,ATP,22-02-2013,Tursunov,Dmitry,Muller,Gilles,28,53,Home Win,0.532217240,William Hill,Odds Checker Web,1.910000,0.0165349284000,Home Win,2,1,Completed
Open 13,Hard,ATP,22-02-2013,Tomic,Bernard,Tsonga,Jo-Wilfried,70,112,Home Win,0.254336788,Marathonbet.co.uk,Best Betting,4.550000,0.1572323854000,Away Win,2,1,Completed
Open 13,Hard,ATP,22-02-2013,Berdych,Tomas,Janowicz,Jerzy,100,20,Home Win,0.896022047,Pinnacle Sports,Odds Checker Web,1.400000,0.2544308658000,Home Win,2,1,Completed
Open 13,Hard,ATP,22-02-2013,Simon,Gilles,Del Potro,Juan-Martin,92,100,Away Win,0.807285540,Pinnacle Sports,Odds Checker Web,1.360000,0.0979083344000,Home Win,2,0,Completed
Copa Claro,Clay,ATP,23-02-2013,Wawrinka,Stanislas,Almagro,Nicolas,73,93,Away Win,0.616693903,Sporting Bet,Odds Checker Web,1.730000,0.0668804521900,Home Win,2,0,Completed
Open 13,Hard,ATP,23-02-2013,Tsonga,Jo-Wilfried,Simon,Gilles,113,93,Home Win,0.642993657,Sporting Bet,Odds Checker Web,1.570000,0.0095000414900,Home Win,2,0,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,23-02-2013,Istomin,Denis,Lopez,Feliciano,75,74,Home Win,0.663332047,William Hill,Odds Checker Web,1.670000,0.1077645184900,Away Win,2,1,Completed
U.S. National Indoor Tennis Championships,Hard,ATP,24-02-2013,Nishikori,Kei,Lopez,Feliciano,80,75,Home Win,0.833755501,Stan James,Odds Checker Web,1.360000,0.1339074813600,Home Win,2,0,Completed
Open 13,Hard,ATP,24-02-2013,Berdych,Tomas,Tsonga,Jo-Wilfried,101,114,Home Win,0.625566079,Pinnacle Sports,Odds Checker Web,1.690000,0.0572066735100,Away Win,2,1,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Mathieu,Paul-Henri,Seppi,Andreas,34,82,Away Win,0.640699290,Marathonbet.co.uk,Best Betting,1.620000,0.0379328498000,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Kavcic,Blaz,Youzhny,Mikhail,26,72,Away Win,0.764212875,Sky Bet,Odds Checker Web,1.400000,0.0698980250000,Away Win,2,1,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Devvarman,Somdev,Kunitsyn,Igor,18,33,Home Win,0.614939028,Spreadex,Best Betting,1.910000,0.1745335434800,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Serra,Florent,Brands,Daniel,16,24,Home Win,0.367522841,Pinnacle Sports,Odds Checker Web,3.260000,0.1981244616600,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Goffin,David,Bautista-Agut,Roberto,36,23,Home Win,0.511714977,Sporting Bet,Odds Checker Web,2.400000,0.2281159448000,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,25-02-2013,Rosol,Lukas,Viola,Matteo,50,6,Home Win,0.741024078,Pinnacle Sports,Odds Checker Web,1.520000,0.1263565985600,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,25-02-2013,Donskoy,Evgeny,Darcis,Steve,11,43,Away Win,0.672001423,Stan James,Odds Checker Web,2.000000,0.3440028460000,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,25-02-2013,Malisse,Xavier,Falla,Alejandro,62,49,Away Win,0.523404637,Stan James,Odds Checker Web,2.000000,0.0468092740000,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,25-02-2013,Dolgopolov,Alexandr,Dodig,Ivan,81,54,Home Win,0.687418397,Coral,Odds Checker Web,1.530000,0.0517501474100,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Ramirez,Cesar,Almagro,Nicolas,1,93,Away Win,0.983755243,Stan James,Odds Checker Web,1.030000,0.0132679002900,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Schwartzman,Diego-Sebastian,Nadal,Rafael,3,66,Away Win,0.998624732,Bet 365,Odds Checker Web,1.040000,0.0385697212800,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Bedene,Aljaz,Nalbandian,David,18,52,Away Win,0.745566357,Bet Victor,Odds Checker Mobi,1.360000,0.0139702455200,Home Win,2,1,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Gimeno-Traver,Daniel,Berlocq,Carlos,28,66,Home Win,0.463053665,Marathonbet.co.uk,Best Betting,3.300000,0.5280770945000,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Robredo,Tommy,Volandri,Filippo,28,43,Home Win,0.730910981,Pinnacle Sports,Odds Checker Web,1.510000,0.1036755813100,Home Win,2,1,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Wawrinka,Stanislas,Fognini,Fabio,73,63,Home Win,0.865233388,Stan James,Odds Checker Web,1.220000,0.0555847333600,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Zeballos,Horacio,Bolelli,Simone,20,27,Away Win,0.644422305,Marathonbet.co.uk,Best Betting,2.260000,0.4563944093000,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,26-02-2013,Bellucci,Thomaz,Kuznetsov,Andrey,55,15,Home Win,0.709647645,Stan James,Odds Checker Web,1.730000,0.2276904258500,Away Win,2,1,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Tipsarevic,Janko,Davydenko,Nikolay,111,71,Away Win,0.436771943,Marathonbet.co.uk,Best Betting,2.780000,0.2142260015400,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Djokovic,Novak,Troicki,Viktor,107,66,Home Win,0.997725681,Stan James,Odds Checker Web,1.030000,0.0276574514300,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Tsonga,Jo-Wilfried,Llodra,Michael,114,39,Away Win,0.218527315,Stan James,Odds Checker Web,6.000000,0.3111638900000,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Granollers,Marcel,Montanes,Albert,66,37,Away Win,0.311102307,Pinnacle Sports,Odds Checker Web,4.020000,0.2506312741400,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Ram,Rajeev,Berdych,Tomas,18,101,Away Win,0.958962639,Stan James,Odds Checker Web,1.060000,0.0165003973400,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Kamke,Tobias,Kukushkin,Mikhail,37,36,Away Win,0.528305258,Stan James,Odds Checker Web,3.000000,0.5849157740000,Home Win,2,1,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,26-02-2013,Tursunov,Dmitry,Hajek,Jan,29,16,Home Win,0.862663306,Bet Victor,Odds Checker Mobi,1.440000,0.2422351606400,Home Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Gulbis,Ernests,Blake,James,40,28,Away Win,0.591230180,32Red bet,Odds Checker Web,2.670000,0.5785845806000,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Isner,John,Levine,Jesse,75,30,Home Win,0.853207657,Pinnacle Sports,Odds Checker Web,1.490000,0.2712794089300,Home Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Harrison,Ryan,Munoz-De La Nava,Daniel,54,8,Home Win,0.937751729,Sporting Bet,Odds Checker Web,1.360000,0.2753423514400,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Ebden,Matthew,Sock,Jack,50,17,Home Win,0.547126208,Marathonbet.co.uk,Best Betting,2.080000,0.1380225126400,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Smyczek,Tim,Anderson,Kevin,13,82,Away Win,0.834775421,Marathonbet.co.uk,Best Betting,1.380000,0.1519900809800,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Cipolla,Flavio,Roger-Vasselin,Edouard,51,39,Home Win,0.418004037,Paddy Power,Odds Checker Web,3.000000,0.2540121110000,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Istomin,Denis,Becker,Benjamin,75,32,Home Win,0.771189336,Pinnacle Sports,Odds Checker Web,1.450000,0.1182245372000,Home Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Matosevic,Marinko,Soeda,Go,44,39,Away Win,0.531517184,Stan James,Odds Checker Web,1.900000,0.0098826496000,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,26-02-2013,Reynolds,Bobby,Lu,Yen-Hsun,11,39,Away Win,0.556573676,Coral,Odds Checker Web,1.830000,0.0185298270800,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,27-02-2013,Giraldo,Santiago,Sousa,Joao,56,14,Away Win,0.403298129,Pinnacle Sports,Odds Checker Web,2.750000,0.1090698547500,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Del Potro,Juan-Martin,Devvarman,Somdev,100,19,Home Win,0.938787322,Bet Victor,Odds Checker Mobi,1.080000,0.0138903077600,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Granollers,Marcel,Federer,Roger,66,109,Home Win,0.062045038,WBX,Odds Checker Mobi,16.295000,0.0609701498000,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Djokovic,Novak,Bautista-Agut,Roberto,107,24,Home Win,0.990637718,Bet 365,Odds Checker Web,1.020000,0.0104504723600,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Brands,Daniel,Youzhny,Mikhail,25,73,Away Win,0.745390326,Ladbrokes,Odds Checker Web,1.500000,0.1180854890000,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Rosol,Lukas,Seppi,Andreas,51,83,Away Win,0.756200987,Ladbrokes,Odds Checker Web,1.440000,0.0889294212800,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Llodra,Michael,Tursunov,Dmitry,39,31,Away Win,0.367197827,Marathonbet.co.uk,Best Betting,2.920000,0.0722176548400,Away Win,2,1,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,27-02-2013,Davydenko,Nikolay,Hanescu,Victor,71,27,Away Win,0.199431438,Marathonbet.co.uk,Best Betting,5.800000,0.1567023404000,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,28-02-2013,Ferrer,David,Lorenzi,Paolo,127,37,Away Win,0.044969560,Marathonbet.co.uk,Best Betting,26.000000,0.1692085600000,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,28-02-2013,Fognini,Fabio,Giraldo,Santiago,64,57,Away Win,0.512669024,Pinnacle Sports,Odds Checker Web,2.150000,0.1022384016000,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,28-02-2013,Zeballos,Horacio,Almagro,Nicolas,22,95,Away Win,0.866495093,Ladbrokes,Odds Checker Web,1.290000,0.1177786699700,Away Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,28-02-2013,Mayer,Leonardo,Nadal,Rafael,31,72,Away Win,0.990712201,Ladbrokes,Odds Checker Web,1.040000,0.0303406890400,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,28-02-2013,Del Potro,Juan-Martin,Brands,Daniel,100,26,Home Win,0.939258302,Marathonbet.co.uk,Best Betting,1.170000,0.0989322133400,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,28-02-2013,Tursunov,Dmitry,Berdych,Tomas,32,102,Home Win,0.145901538,Pinnacle Sports,Odds Checker Web,11.000000,0.6049169180000,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,28-02-2013,Djokovic,Novak,Seppi,Andreas,107,84,Home Win,0.957812479,Betfred,Odds Checker Web,1.050000,0.0057031029500,Home Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,28-02-2013,Davydenko,Nikolay,Federer,Roger,71,109,Home Win,0.150005538,Sporting Bet,Odds Checker Web,8.000000,0.2000443040000,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Malisse,Xavier,Munoz-De La Nava,Daniel,63,9,Home Win,0.914805520,Marathonbet.co.uk,Best Betting,1.450000,0.3264680040000,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Istomin,Denis,Haas,Tommy,75,63,Away Win,0.607859566,Pinnacle Sports,Odds Checker Web,1.780000,0.0819900274800,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Gulbis,Ernests,Querrey,Sam,40,76,Away Win,0.733389333,Pinnacle Sports,Odds Checker Web,1.770000,0.2980991194100,Home Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Lu,Yen-Hsun,Anderson,Kevin,40,82,Away Win,0.802029411,Pinnacle Sports,Odds Checker Web,1.500000,0.2030441165000,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Isner,John,Soeda,Go,75,40,Home Win,0.751040939,Betway,Odds Checker Web,1.350000,0.0139052676500,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Karlovic,Ivo,Roger-Vasselin,Edouard,37,40,Home Win,0.656148117,Pinnacle Sports,Odds Checker Web,1.960000,0.2860503093200,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Sock,Jack,Berankis,Ricardas,17,19,Away Win,0.743101449,Stan James,Odds Checker Web,1.670000,0.2409794198300,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,28-02-2013,Dodig,Ivan,Donskoy,Evgeny,55,12,Home Win,0.741802718,Sporting Bet,Odds Checker Web,1.620000,0.2017204031600,Home Win,2,0,Completed
Abierto Mexicano Telcel,Clay,ATP,01-03-2013,Ferrer,David,Fognini,Fabio,127,65,Home Win,0.978329620,Paddy Power,Odds Checker Web,1.060000,0.0370293972000,Home Win,2,1,Completed
Abierto Mexicano Telcel,Clay,ATP,01-03-2013,Almagro,Nicolas,Nadal,Rafael,96,72,Home Win,0.167893454,Pinnacle Sports,Odds Checker Web,6.540000,0.0980231891600,Away Win,2,0,Completed
Dubai Duty Free Tennis Championships,Hard,ATP,01-03-2013,Berdych,Tomas,Federer,Roger,103,109,Home Win,0.451510839,Betfred,Odds Checker Web,3.500000,0.5802879365000,Home Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,01-03-2013,Munoz-De La Nava,Daniel,Gulbis,Ernests,10,41,Away Win,0.922430980,Marathonbet.co.uk,Best Betting,1.270000,0.1714873446000,Away Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,01-03-2013,Dodig,Ivan,Haas,Tommy,56,63,Away Win,0.795300837,Marathonbet.co.uk,Best Betting,1.500000,0.1929512555000,Away Win,2,1,Completed
Delray Beach International Tennis Championships,Hard,ATP,01-03-2013,Roger-Vasselin,Edouard,Berankis,Ricardas,41,20,Away Win,0.634017383,Paddy Power,Odds Checker Web,1.670000,0.0588090296100,Home Win,2,0,Completed
Delray Beach International Tennis Championships,Hard,ATP,01-03-2013,Isner,John,Anderson,Kevin,75,82,Away Win,0.598948272,Pinnacle Sports,Odds Checker Web,2.040000,0.2218544748800,Home Win,2,0,Completed
